loading_event_id,order_id,depot_id,loading_position_id,loading_start,loading_end,planned_quantity_litres,actual_quantity_litres,loading_duration_minutes,avg_flow_rate_lpm,dual_arm_used,loading_status,exception_reason
LDG-007397,LO-PS28-01634,kisumu,KSM-P02,2026-08-19 13:00:17,2026-08-19 13:29:06,40000,40000,28.81,2227,True,COMPLETED,
LDG-007398,LO-KOTPS1-03137,mombasa,MBA-P01,2026-08-19 15:03:00,2026-08-19 15:28:24,28000,28000,25.4,1641,False,COMPLETED,
LDG-007399,LO-PS10-04009,nairobi,NBO-P07,2026-08-19 10:46:16,2026-08-19 11:14:14,34000,34000,27.97,1711,False,COMPLETED,
LDG-007400,LO-PS25-02135,nakuru,NKR-P01,2026-08-19 18:01:09,2026-08-19 18:27:05,28000,28000,25.93,1566,False,COMPLETED,
LDG-007401,LO-PS10-04010,nairobi,NBO-P03,2026-08-19 09:20:42,2026-08-19 09:52:40,36000,36000,31.97,1597,False,COMPLETED,
LDG-007402,LO-KOTPS1-03138,mombasa,MBA-P05,2026-08-19 14:23:39,2026-08-19 14:49:12,28000,28000,25.56,1675,False,COMPLETED,
LDG-007403,LO-PS25-02136,nakuru,NKR-P01,2026-08-19 08:17:26,2026-08-19 08:43:38,32000,32000,26.19,1673,False,COMPLETED,
LDG-007404,LO-PS27-01897,eldoret,ELD-P03,2026-08-19 12:36:02,2026-08-19 13:03:30,28000,28000,27.48,1674,False,COMPLETED,
LDG-007405,LO-PS10-04011,nairobi,NBO-P03,2026-08-19 13:32:24,2026-08-19 13:59:59,38000,38000,27.59,2227,True,COMPLETED,
LDG-007406,LO-KOTPS1-03139,mombasa,MBA-P01,2026-08-19 15:09:01,2026-08-19 15:37:13,38000,38000,28.21,2227,True,COMPLETED,
LDG-007407,LO-PS25-02137,nakuru,NKR-P01,2026-08-19 15:37:55,2026-08-19 16:09:19,36000,36000,31.4,1484,False,COMPLETED,
LDG-007408,LO-PS10-04012,nairobi,NBO-P01,2026-08-19 18:58:45,2026-08-19 19:30:50,38000,38000,32.08,1717,False,COMPLETED,
LDG-007409,LO-PS10-04013,nairobi,NBO-P04,2026-08-19 17:04:09,2026-08-19 17:31:04,32000,32000,26.93,1588,False,COMPLETED,
LDG-007410,LO-PS10-04014,nairobi,NBO-P02,2026-08-19 16:59:41,2026-08-19 17:23:53,32000,32000,24.19,2227,True,COMPLETED,
LDG-007411,LO-PS10-04015,nairobi,NBO-P06,2026-08-19 14:02:26,2026-08-19 14:30:50,34000,34000,28.4,1702,False,COMPLETED,
LDG-007412,LO-PS28-01635,kisumu,KSM-P01,2026-08-19 11:41:41,2026-08-19 12:10:04,28000,28000,28.39,1643,False,COMPLETED,
LDG-007413,LO-PS10-04016,nairobi,NBO-P01,2026-08-19 08:09:23,2026-08-19 08:40:12,40000,40000,30.82,1725,False,COMPLETED,
LDG-007414,LO-PS10-04017,nairobi,NBO-P05,2026-08-19 10:59:05,2026-08-19 11:29:28,36000,36000,30.38,1551,False,COMPLETED,
LDG-007415,LO-PS10-04018,nairobi,NBO-P01,2026-08-19 11:58:47,2026-08-19 12:21:11,36000,36000,22.39,2227,True,COMPLETED,
LDG-007416,LO-KOTPS1-03140,mombasa,MBA-P03,2026-08-19 19:09:37,2026-08-19 19:34:17,28000,28000,24.68,1657,False,COMPLETED,
LDG-007417,LO-KOTPS1-03141,mombasa,MBA-P05,2026-08-19 10:14:50,2026-08-19 10:41:06,38000,38000,26.28,2227,True,COMPLETED,
LDG-007418,LO-PS25-02138,nakuru,NKR-P04,2026-08-19 11:00:40,2026-08-19 11:23:59,28000,28000,23.32,1718,False,COMPLETED,
LDG-007419,LO-PS10-04019,nairobi,NBO-P06,2026-08-19 15:29:36,2026-08-19 15:53:36,38000,38000,24.0,2227,True,COMPLETED,
LDG-007420,LO-PS10-04020,nairobi,NBO-P02,2026-08-19 10:52:33,2026-08-19 11:17:54,34000,34000,25.34,2227,True,COMPLETED,
LDG-007421,LO-PS28-01636,kisumu,KSM-P02,2026-08-19 09:32:12,2026-08-19 09:56:42,36000,36000,24.5,2227,True,COMPLETED,
LDG-007422,LO-PS28-01637,kisumu,KSM-P04,2026-08-19 13:20:29,2026-08-19 13:47:14,28000,28000,26.74,1631,False,COMPLETED,
LDG-007423,LO-PS25-02139,nakuru,NKR-P02,2026-08-19 10:21:43,2026-08-19 10:52:31,38000,38000,30.8,1639,False,COMPLETED,
LDG-007424,LO-PS10-04022,nairobi,NBO-P02,2026-08-19 11:29:06,2026-08-19 11:52:45,34000,34000,23.65,2227,True,COMPLETED,
LDG-007425,LO-PS10-04023,nairobi,NBO-P05,2026-08-19 19:49:54,2026-08-19 20:21:17,38000,38000,31.39,1557,False,COMPLETED,
LDG-007426,LO-PS27-01898,eldoret,ELD-P02,2026-08-19 12:47:54,2026-08-19 13:13:19,28000,28000,25.42,1544,False,COMPLETED,
LDG-007427,LO-KOTPS1-03143,mombasa,MBA-P03,2026-08-19 17:19:34,2026-08-19 17:48:03,36000,36000,28.49,1663,False,COMPLETED,
LDG-007428,LO-PS28-01638,kisumu,KSM-P02,2026-08-19 08:27:11,2026-08-19 08:55:18,28000,28000,28.12,1609,False,COMPLETED,
LDG-007429,LO-PS25-02140,nakuru,NKR-P01,2026-08-19 20:06:49,2026-08-19 20:40:18,40000,40000,33.49,1505,False,COMPLETED,
LDG-007430,LO-KOTPS1-03144,mombasa,MBA-P01,2026-08-19 09:19:43,2026-08-19 09:43:42,32000,32000,23.99,2227,True,COMPLETED,
LDG-007431,LO-KOTPS1-03145,mombasa,MBA-P02,2026-08-19 10:55:39,2026-08-19 11:19:10,36000,36000,23.52,2227,True,COMPLETED,
LDG-007432,LO-PS10-04024,nairobi,NBO-P08,2026-08-19 13:00:00,2026-08-19 13:31:14,36000,36000,31.23,1711,False,COMPLETED,
LDG-007433,LO-PS10-04025,nairobi,NBO-P07,2026-08-19 12:17:52,2026-08-19 12:49:18,40000,40000,31.43,1663,False,COMPLETED,
LDG-007434,LO-KOTPS1-03146,mombasa,MBA-P06,2026-08-19 10:43:13,2026-08-19 11:07:51,28000,28000,24.63,1697,False,COMPLETED,
LDG-007435,LO-PS27-01899,eldoret,ELD-P02,2026-08-19 11:44:52,2026-08-19 12:11:06,32000,32000,26.24,1593,False,COMPLETED,
LDG-007436,LO-PS10-04026,nairobi,NBO-P01,2026-08-19 17:46:41,2026-08-19 18:09:14,36000,36000,22.55,2227,True,COMPLETED,
LDG-007437,LO-KOTPS1-03147,mombasa,MBA-P06,2026-08-19 16:06:44,2026-08-19 16:34:18,28000,28000,27.58,1697,False,COMPLETED,
LDG-007438,LO-PS10-04027,nairobi,NBO-P02,2026-08-19 17:14:57,2026-08-19 17:50:40,40000,40000,35.72,1664,False,COMPLETED,
LDG-007439,LO-KOTPS1-03148,mombasa,MBA-P01,2026-08-19 09:30:32,2026-08-19 09:54:56,38000,38000,24.4,2227,True,COMPLETED,
LDG-007440,LO-PS10-04028,nairobi,NBO-P01,2026-08-19 11:03:11,2026-08-19 11:28:43,28000,28000,25.54,1691,False,COMPLETED,
LDG-007441,LO-KOTPS1-03149,mombasa,MBA-P01,2026-08-19 10:38:08,2026-08-19 11:11:18,34000,34000,33.17,1532,False,COMPLETED,
LDG-007442,LO-PS25-02141,nakuru,NKR-P04,2026-08-19 13:46:18,2026-08-19 14:17:53,32000,32000,31.59,1523,False,COMPLETED,
LDG-007443,LO-PS10-04029,nairobi,NBO-P01,2026-08-19 11:41:49,2026-08-19 12:09:35,40000,40000,27.77,2227,True,COMPLETED,
LDG-007444,LO-KOTPS1-03150,mombasa,MBA-P01,2026-08-19 15:06:41,2026-08-19 15:36:40,38000,38000,29.98,1632,False,COMPLETED,
LDG-007445,LO-KOTPS1-03151,mombasa,MBA-P07,2026-08-19 09:36:10,2026-08-19 10:05:48,36000,36000,29.64,1565,False,COMPLETED,
LDG-007446,LO-KOTPS1-03152,mombasa,MBA-P01,2026-08-19 19:44:24,2026-08-19 20:12:56,40000,40000,28.54,2227,True,COMPLETED,
LDG-007447,LO-PS10-04030,nairobi,NBO-P08,2026-08-19 18:30:05,2026-08-19 18:58:30,32000,32000,28.42,1660,False,COMPLETED,
LDG-007448,LO-KOTPS1-03153,mombasa,MBA-P01,2026-08-19 13:52:35,2026-08-19 14:23:26,34000,34000,30.85,1540,False,COMPLETED,
LDG-007449,LO-KOTPS1-03154,mombasa,MBA-P04,2026-08-19 18:53:38,2026-08-19 19:25:26,34000,34000,31.79,1557,False,COMPLETED,
LDG-007450,LO-KOTPS1-03155,mombasa,MBA-P04,2026-08-19 13:07:12,2026-08-19 13:37:21,34000,34000,30.15,1670,False,COMPLETED,
LDG-007451,LO-KOTPS1-03156,mombasa,MBA-P06,2026-08-19 09:46:01,2026-08-19 10:13:03,32000,32000,27.03,1674,False,COMPLETED,
LDG-007452,LO-PS10-04031,nairobi,NBO-P01,2026-08-19 15:11:20,2026-08-19 15:32:34,32000,32000,21.22,2227,True,COMPLETED,
LDG-007453,LO-PS28-01639,kisumu,KSM-P01,2026-08-19 08:46:12,2026-08-19 09:12:02,40000,40000,25.82,2227,True,COMPLETED,
LDG-007454,LO-PS25-02143,nakuru,NKR-P01,2026-08-19 16:10:22,2026-08-19 16:34:51,38000,38000,24.49,2160,True,COMPLETED,
LDG-007455,LO-PS25-02144,nakuru,NKR-P04,2026-08-19 09:13:54,2026-08-19 09:40:44,40000,40000,26.83,2227,True,COMPLETED,
LDG-007456,LO-PS27-01900,eldoret,ELD-P01,2026-08-19 13:29:39,2026-08-19 14:03:10,36000,36000,33.51,1585,False,COMPLETED,
LDG-007457,LO-PS10-04032,nairobi,NBO-P05,2026-08-19 12:03:00,2026-08-19 12:25:00,34000,34000,21.99,2160,True,COMPLETED,
LDG-007458,LO-PS27-01901,eldoret,ELD-P01,2026-08-19 13:43:35,2026-08-19 14:14:18,38000,38000,30.71,1616,False,COMPLETED,
LDG-007459,LO-PS10-04033,nairobi,NBO-P03,2026-08-19 15:06:19,2026-08-19 15:34:35,34000,34000,28.26,1636,False,COMPLETED,
LDG-007460,LO-PS10-04034,nairobi,NBO-P06,2026-08-19 13:40:05,2026-08-19 14:04:35,28000,28000,24.5,1670,False,COMPLETED,
LDG-007461,LO-KOTPS1-03157,mombasa,MBA-P05,2026-08-19 09:34:39,2026-08-19 10:01:02,28000,28000,26.38,1615,False,COMPLETED,
LDG-007462,LO-PS10-04035,nairobi,NBO-P06,2026-08-19 12:07:28,2026-08-19 12:31:31,36000,36000,24.05,2227,True,COMPLETED,
LDG-007463,LO-PS10-04036,nairobi,NBO-P08,2026-08-19 12:14:56,2026-08-19 12:47:54,36000,36000,32.97,1535,False,COMPLETED,
LDG-007464,LO-PS10-04037,nairobi,NBO-P01,2026-08-19 10:11:40,2026-08-19 10:38:52,40000,40000,27.21,2227,True,COMPLETED,
LDG-007465,LO-PS10-04038,nairobi,NBO-P08,2026-08-19 09:56:44,2026-08-19 10:24:50,34000,34000,28.11,1647,False,COMPLETED,
LDG-007466,LO-PS28-01640,kisumu,KSM-P04,2026-08-19 17:08:45,2026-08-19 17:36:35,28000,28000,27.83,1632,False,COMPLETED,
LDG-007467,LO-PS10-04039,nairobi,NBO-P05,2026-08-19 10:03:58,2026-08-19 10:29:10,32000,32000,25.2,2160,True,COMPLETED,
LDG-007468,LO-PS10-04040,nairobi,NBO-P03,2026-08-19 14:00:27,2026-08-19 14:24:22,38000,38000,23.92,2227,True,COMPLETED,
LDG-007469,LO-PS10-04041,nairobi,NBO-P03,2026-08-19 15:44:31,2026-08-19 16:07:59,36000,36000,23.46,2227,True,COMPLETED,
LDG-007470,LO-PS10-04042,nairobi,NBO-P08,2026-08-19 19:25:36,2026-08-19 19:58:55,38000,38000,33.32,1661,False,COMPLETED,
LDG-007471,LO-PS27-01902,eldoret,ELD-P01,2026-08-19 12:15:59,2026-08-19 12:37:17,34000,34000,21.3,2227,True,COMPLETED,
LDG-007472,LO-KOTPS1-03158,mombasa,MBA-P09,2026-08-19 14:35:26,2026-08-19 15:04:50,36000,36000,29.4,1539,False,COMPLETED,
LDG-007473,LO-KOTPS1-03159,mombasa,MBA-P10,2026-08-19 11:58:48,2026-08-19 12:36:17,38000,38000,37.49,1391,False,COMPLETED,
LDG-007474,LO-PS10-04043,nairobi,NBO-P01,2026-08-19 14:38:49,2026-08-19 15:06:26,38000,38000,27.61,2227,True,COMPLETED,
LDG-007475,LO-PS10-04044,nairobi,NBO-P07,2026-08-19 11:32:47,2026-08-19 12:02:16,34000,34000,29.49,1521,False,COMPLETED,
LDG-007476,LO-PS27-01903,eldoret,ELD-P04,2026-08-19 18:29:49,2026-08-19 18:52:24,28000,28000,22.59,1720,False,COMPLETED,
LDG-007477,LO-KOTPS1-03160,mombasa,MBA-P10,2026-08-19 12:46:48,2026-08-19 13:23:45,40000,40000,36.95,1574,False,COMPLETED,
LDG-007478,LO-KOTPS1-03161,mombasa,MBA-P04,2026-08-19 13:31:34,2026-08-19 14:06:22,36000,36000,34.79,1552,False,COMPLETED,
LDG-007479,LO-PS25-02145,nakuru,NKR-P02,2026-08-19 11:10:29,2026-08-19 11:38:39,34000,34000,28.17,1538,False,COMPLETED,
LDG-007480,LO-PS25-02146,nakuru,NKR-P03,2026-08-19 13:21:53,2026-08-19 13:47:43,28000,28000,25.84,1635,False,COMPLETED,
LDG-007481,LO-PS25-02147,nakuru,NKR-P02,2026-08-20 18:04:21,2026-08-20 18:30:42,32000,32000,26.36,1612,False,COMPLETED,
LDG-007482,LO-KOTPS1-03162,mombasa,MBA-P03,2026-08-20 16:30:20,2026-08-20 17:01:00,34000,34000,30.66,1623,False,COMPLETED,
LDG-007483,LO-PS27-01904,eldoret,ELD-P01,2026-08-20 14:13:05,2026-08-20 14:49:59,40000,40000,36.91,1567,False,COMPLETED,
LDG-007484,LO-KOTPS1-03163,mombasa,MBA-P02,2026-08-20 14:40:22,2026-08-20 15:00:51,32000,32000,20.48,2227,True,COMPLETED,
LDG-007485,LO-PS28-01641,kisumu,KSM-P01,2026-08-20 12:30:02,2026-08-20 12:59:33,40000,40000,29.53,2227,True,COMPLETED,
LDG-007486,LO-PS10-04045,nairobi,NBO-P05,2026-08-20 13:25:09,2026-08-20 13:49:18,32000,32000,24.16,2160,True,COMPLETED,
LDG-007487,LO-PS25-02148,nakuru,NKR-P03,2026-08-20 13:22:41,2026-08-20 13:57:54,40000,40000,35.21,1526,False,COMPLETED,
LDG-007488,LO-KOTPS1-03164,mombasa,MBA-P02,2026-08-20 11:33:59,2026-08-20 12:00:31,38000,38000,26.54,2227,True,COMPLETED,
LDG-007489,LO-PS27-01905,eldoret,ELD-P02,2026-08-20 11:50:08,2026-08-20 12:24:17,38000,38000,34.15,1593,False,COMPLETED,
LDG-007490,LO-KOTPS1-03165,mombasa,MBA-P06,2026-08-20 11:06:34,2026-08-20 11:36:52,34000,34000,30.29,1621,False,COMPLETED,
LDG-007491,LO-PS27-01906,eldoret,ELD-P05,2026-08-20 18:09:49,2026-08-20 18:41:07,34000,34000,31.3,1630,False,COMPLETED,
LDG-007492,LO-PS28-01642,kisumu,KSM-P04,2026-08-20 11:36:10,2026-08-20 12:06:53,32000,32000,30.71,1642,False,COMPLETED,
LDG-007493,LO-PS27-01907,eldoret,ELD-P04,2026-08-20 17:28:28,2026-08-20 17:55:22,38000,38000,26.9,2227,True,COMPLETED,
LDG-007494,LO-PS28-01643,kisumu,KSM-P02,2026-08-20 18:08:49,2026-08-20 18:45:15,40000,40000,36.44,1595,False,COMPLETED,
LDG-007495,LO-PS28-01644,kisumu,KSM-P01,2026-08-20 20:07:29,2026-08-20 20:33:31,36000,36000,26.02,2227,True,COMPLETED,
LDG-007496,LO-PS10-04046,nairobi,NBO-P06,2026-08-20 11:00:15,2026-08-20 11:24:21,38000,38000,24.1,2227,True,COMPLETED,
LDG-007497,LO-PS10-04047,nairobi,NBO-P04,2026-08-20 10:29:22,2026-08-20 10:52:42,28000,28000,23.33,1664,False,COMPLETED,
LDG-007498,LO-PS10-04048,nairobi,NBO-P06,2026-08-20 09:30:37,2026-08-20 09:59:06,36000,36000,28.48,1634,False,COMPLETED,
LDG-007499,LO-PS28-01645,kisumu,KSM-P04,2026-08-20 14:23:00,2026-08-20 14:51:32,32000,32000,28.52,1725,False,COMPLETED,
LDG-007500,LO-PS10-04049,nairobi,NBO-P02,2026-08-20 10:15:54,2026-08-20 10:43:37,40000,40000,27.71,2227,True,COMPLETED,
LDG-007501,LO-PS10-04050,nairobi,NBO-P03,2026-08-20 09:40:01,2026-08-20 10:04:44,32000,32000,24.72,2227,True,COMPLETED,
LDG-007502,LO-PS10-04051,nairobi,NBO-P08,2026-08-20 10:02:19,2026-08-20 10:32:39,32000,32000,30.34,1602,False,COMPLETED,
LDG-007503,LO-KOTPS1-03166,mombasa,MBA-P01,2026-08-20 14:12:31,2026-08-20 14:46:38,36000,36000,34.12,1575,False,COMPLETED,
LDG-007504,LO-PS25-02149,nakuru,NKR-P03,2026-08-20 14:50:26,2026-08-20 15:15:00,28000,28000,24.58,1697,False,COMPLETED,
LDG-007505,LO-PS10-04052,nairobi,NBO-P06,2026-08-20 13:01:48,2026-08-20 13:27:21,40000,40000,25.56,2227,True,COMPLETED,
LDG-007506,LO-PS10-04053,nairobi,NBO-P02,2026-08-20 18:18:11,2026-08-20 18:43:46,40000,40000,25.58,2227,True,COMPLETED,
LDG-007507,LO-KOTPS1-03167,mombasa,MBA-P10,2026-08-20 12:14:46,2026-08-20 12:47:01,36000,36000,32.25,1531,False,COMPLETED,
LDG-007508,LO-PS28-01646,kisumu,KSM-P01,2026-08-20 18:44:10,2026-08-20 19:10:56,38000,38000,26.78,2227,True,COMPLETED,
LDG-007509,LO-PS27-01908,eldoret,ELD-P05,2026-08-20 15:30:25,2026-08-20 15:58:53,28000,28000,28.48,1641,False,COMPLETED,
LDG-007510,LO-PS10-04054,nairobi,NBO-P03,2026-08-20 09:09:08,2026-08-20 09:33:52,34000,34000,24.73,2227,True,COMPLETED,
LDG-007511,LO-PS10-04055,nairobi,NBO-P03,2026-08-20 16:39:42,2026-08-20 17:06:18,28000,28000,26.6,1724,False,COMPLETED,
LDG-007512,LO-PS25-02150,nakuru,NKR-P02,2026-08-20 12:54:29,2026-08-20 13:23:30,34000,34000,29.01,1482,False,COMPLETED,
LDG-007513,LO-PS28-01647,kisumu,KSM-P04,2026-08-20 15:27:38,2026-08-20 15:59:45,36000,36000,32.12,1610,False,COMPLETED,
LDG-007514,LO-PS10-04056,nairobi,NBO-P08,2026-08-20 08:20:03,2026-08-20 08:51:43,38000,38000,31.65,1609,False,COMPLETED,
LDG-007515,LO-PS27-01909,eldoret,ELD-P01,2026-08-20 12:17:17,2026-08-20 12:40:35,32000,32000,23.29,2227,True,COMPLETED,
LDG-007516,LO-PS27-01910,eldoret,ELD-P02,2026-08-20 14:06:24,2026-08-20 14:38:47,38000,38000,32.37,1618,False,COMPLETED,
LDG-007517,LO-KOTPS1-03168,mombasa,MBA-P02,2026-08-20 13:38:38,2026-08-20 14:08:32,40000,40000,29.9,2227,True,COMPLETED,
LDG-007518,LO-PS10-04057,nairobi,NBO-P04,2026-08-20 13:37:55,2026-08-20 14:10:07,36000,36000,32.2,1519,False,COMPLETED,
LDG-007519,LO-KOTPS1-03169,mombasa,MBA-P05,2026-08-20 13:10:27,2026-08-20 13:41:43,32000,32000,31.27,1542,False,COMPLETED,
LDG-007520,LO-PS10-04058,nairobi,NBO-P01,2026-08-20 09:10:17,2026-08-20 09:39:08,40000,40000,28.85,2227,True,COMPLETED,
LDG-007521,LO-KOTPS1-03170,mombasa,MBA-P03,2026-08-20 13:26:04,2026-08-20 13:51:50,28000,28000,25.76,1619,False,COMPLETED,
LDG-007522,LO-PS10-04059,nairobi,NBO-P07,2026-08-20 14:17:17,2026-08-20 14:44:38,32000,32000,27.35,1686,False,COMPLETED,
LDG-007523,LO-KOTPS1-03171,mombasa,MBA-P06,2026-08-20 11:23:26,2026-08-20 11:47:58,36000,36000,24.54,2227,True,COMPLETED,
LDG-007524,LO-KOTPS1-03172,mombasa,MBA-P08,2026-08-20 10:25:12,2026-08-20 10:53:21,32000,32000,28.16,1446,False,COMPLETED,
LDG-007525,LO-PS10-04060,nairobi,NBO-P03,2026-08-20 12:33:34,2026-08-20 13:00:16,28000,28000,26.71,1703,False,COMPLETED,
LDG-007526,LO-PS10-04061,nairobi,NBO-P08,2026-08-20 14:30:04,2026-08-20 14:59:25,34000,34000,29.37,1695,False,COMPLETED,
LDG-007527,LO-KOTPS1-03173,mombasa,MBA-P01,2026-08-20 16:02:47,2026-08-20 16:28:53,28000,28000,26.09,1710,False,COMPLETED,
LDG-007528,LO-PS25-02151,nakuru,NKR-P01,2026-08-20 14:32:24,2026-08-20 15:01:08,32000,32000,28.73,1623,False,COMPLETED,
LDG-007529,LO-PS10-04062,nairobi,NBO-P02,2026-08-20 10:45:29,2026-08-20 11:18:58,36000,36000,33.47,1587,False,COMPLETED,
LDG-007530,LO-PS10-04063,nairobi,NBO-P01,2026-08-20 18:25:57,2026-08-20 18:56:37,32000,32000,30.66,1653,False,COMPLETED,
LDG-007531,LO-PS10-04064,nairobi,NBO-P03,2026-08-20 13:19:35,2026-08-20 13:50:52,36000,36000,31.28,1704,False,COMPLETED,
LDG-007532,LO-PS10-04065,nairobi,NBO-P04,2026-08-20 10:50:34,2026-08-20 11:15:11,36000,36000,24.62,2227,True,COMPLETED,
LDG-007533,LO-PS28-01648,kisumu,KSM-P04,2026-08-20 12:13:07,2026-08-20 12:39:42,32000,32000,26.59,1605,False,COMPLETED,
LDG-007534,LO-PS10-04066,nairobi,NBO-P03,2026-08-20 13:18:28,2026-08-20 13:52:07,38000,38000,33.66,1649,False,COMPLETED,
LDG-007535,LO-PS10-04067,nairobi,NBO-P02,2026-08-20 16:38:02,2026-08-20 17:06:00,36000,36000,27.97,1654,False,COMPLETED,
LDG-007536,LO-PS10-04068,nairobi,NBO-P08,2026-08-20 13:35:09,2026-08-20 14:09:06,40000,40000,33.95,1694,False,COMPLETED,
LDG-007537,LO-PS25-02152,nakuru,NKR-P01,2026-08-20 12:46:19,2026-08-20 13:22:01,38000,38000,35.7,1517,False,COMPLETED,
LDG-007538,LO-PS25-02153,nakuru,NKR-P03,2026-08-20 17:22:33,2026-08-20 17:55:13,38000,38000,32.66,1577,False,COMPLETED,
LDG-007539,LO-KOTPS1-03175,mombasa,MBA-P07,2026-08-20 12:09:39,2026-08-20 12:45:25,40000,40000,35.77,1647,False,COMPLETED,
LDG-007540,LO-KOTPS1-03176,mombasa,MBA-P07,2026-08-20 09:55:50,2026-08-20 10:20:43,28000,28000,24.89,1642,False,COMPLETED,
LDG-007541,LO-PS28-01649,kisumu,KSM-P03,2026-08-20 19:27:14,2026-08-20 19:56:32,34000,34000,29.29,1567,False,COMPLETED,
LDG-007542,LO-PS27-01912,eldoret,ELD-P04,2026-08-20 15:40:29,2026-08-20 16:10:50,36000,36000,30.34,1558,False,COMPLETED,
LDG-007543,LO-KOTPS1-03177,mombasa,MBA-P03,2026-08-20 14:55:04,2026-08-20 15:26:49,36000,36000,31.74,1679,False,COMPLETED,
LDG-007544,LO-PS27-01913,eldoret,ELD-P03,2026-08-20 13:27:24,2026-08-20 13:55:17,36000,36000,27.89,2227,True,COMPLETED,
LDG-007545,LO-PS27-01914,eldoret,ELD-P04,2026-08-20 10:44:23,2026-08-20 11:17:38,38000,38000,33.24,1523,False,COMPLETED,
LDG-007546,LO-KOTPS1-03178,mombasa,MBA-P02,2026-08-20 11:05:53,2026-08-20 11:28:05,36000,36000,22.19,2227,True,COMPLETED,
LDG-007547,LO-PS10-04070,nairobi,NBO-P03,2026-08-20 19:43:44,2026-08-20 20:12:34,36000,36000,28.83,1701,False,COMPLETED,
LDG-007548,LO-PS10-04071,nairobi,NBO-P07,2026-08-20 12:41:58,2026-08-20 13:10:42,36000,36000,28.72,1629,False,COMPLETED,
LDG-007549,LO-PS27-01915,eldoret,ELD-P06,2026-08-20 17:02:21,2026-08-20 17:31:10,32000,32000,28.83,1570,False,COMPLETED,
LDG-007550,LO-PS10-04072,nairobi,NBO-P04,2026-08-20 16:16:13,2026-08-20 16:48:36,36000,36000,32.38,1594,False,COMPLETED,
LDG-007551,LO-PS10-04073,nairobi,NBO-P05,2026-08-20 12:15:58,2026-08-20 12:43:13,32000,32000,27.25,1640,False,COMPLETED,
LDG-007552,LO-PS10-04074,nairobi,NBO-P03,2026-08-20 11:31:12,2026-08-20 11:53:02,34000,34000,21.84,2227,True,COMPLETED,
LDG-007553,LO-PS10-04075,nairobi,NBO-P08,2026-08-20 17:45:13,2026-08-20 18:11:46,28000,28000,26.55,1547,False,COMPLETED,
LDG-007554,LO-PS10-04076,nairobi,NBO-P02,2026-08-20 09:02:27,2026-08-20 09:31:58,40000,40000,29.52,2227,True,COMPLETED,
LDG-007555,LO-PS25-02154,nakuru,NKR-P04,2026-08-20 13:42:21,2026-08-20 14:16:47,36000,36000,34.43,1575,False,COMPLETED,
LDG-007556,LO-KOTPS1-03179,mombasa,MBA-P03,2026-08-20 17:29:11,2026-08-20 17:59:23,40000,40000,30.2,1670,False,COMPLETED,
LDG-007557,LO-PS25-02155,nakuru,NKR-P03,2026-08-20 10:26:26,2026-08-20 10:53:24,38000,38000,26.97,2227,True,COMPLETED,
LDG-007558,LO-PS10-04077,nairobi,NBO-P05,2026-08-20 13:59:21,2026-08-20 14:27:51,36000,36000,28.51,2160,True,COMPLETED,
LDG-007559,LO-PS10-04078,nairobi,NBO-P02,2026-08-20 11:27:47,2026-08-20 12:01:07,38000,38000,33.33,1594,False,COMPLETED,
LDG-007560,LO-KOTPS1-03180,mombasa,MBA-P03,2026-08-20 09:38:04,2026-08-20 10:08:49,34000,34000,30.74,1666,False,COMPLETED,
LDG-007561,LO-KOTPS1-03181,mombasa,MBA-P04,2026-08-20 16:52:54,2026-08-20 17:19:41,36000,36000,26.78,2227,True,COMPLETED,
LDG-007562,LO-PS25-02156,nakuru,NKR-P02,2026-08-20 19:03:40,2026-08-20 19:36:41,34000,34000,33.02,1576,False,COMPLETED,
LDG-007563,LO-PS10-04079,nairobi,NBO-P01,2026-08-20 11:06:29,2026-08-20 11:32:45,40000,40000,26.27,2227,True,COMPLETED,
LDG-007564,LO-PS10-04080,nairobi,NBO-P06,2026-08-20 12:35:37,2026-08-20 13:00:56,38000,38000,25.32,2227,True,COMPLETED,
LDG-007565,LO-PS25-02157,nakuru,NKR-P01,2026-08-20 11:30:46,2026-08-20 11:55:16,32000,32000,24.49,2160,True,COMPLETED,
LDG-007566,LO-PS25-02158,nakuru,NKR-P02,2026-08-20 13:07:51,2026-08-20 13:44:22,38000,38000,36.51,1540,False,COMPLETED,
LDG-007567,LO-PS10-04081,nairobi,NBO-P01,2026-08-20 18:47:09,2026-08-20 19:14:23,40000,40000,27.24,2227,True,COMPLETED,
LDG-007568,LO-PS25-02159,nakuru,NKR-P02,2026-08-20 15:20:54,2026-08-20 15:49:21,32000,32000,28.45,1653,False,COMPLETED,
LDG-007569,LO-PS27-01916,eldoret,ELD-P06,2026-08-20 12:22:10,2026-08-20 12:53:56,36000,36000,31.77,1688,False,COMPLETED,
LDG-007570,LO-PS10-04082,nairobi,NBO-P08,2026-08-20 12:28:46,2026-08-20 12:57:24,34000,34000,28.64,1645,False,COMPLETED,
LDG-007571,LO-PS25-02160,nakuru,NKR-P02,2026-08-20 12:46:29,2026-08-20 13:19:14,40000,40000,32.74,1654,False,COMPLETED,
LDG-007572,LO-KOTPS1-03182,mombasa,MBA-P05,2026-08-20 14:47:46,2026-08-20 15:11:31,32000,32000,23.76,2227,True,COMPLETED,
