signal_id,order_id,signal_source,signal_timestamp,signal_quality,estimated_distance_km,predicted_arrival_window_start,predicted_arrival_window_end,confidence_pct
SIG-007943,LO-PS10-04313,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 13:30:41,MEDIUM,33.3,2026-08-26 14:24:41,2026-08-26 14:51:41,82
SIG-007944,LO-PS25-02254,HISTORICAL_BASELINE,2026-08-26 10:25:23,BASELINE,56.3,2026-08-26 11:48:23,2026-08-26 12:15:23,66
SIG-007945,LO-PS10-04314,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 09:15:27,MEDIUM,52.7,2026-08-26 09:21:27,2026-08-26 09:48:27,82
SIG-007946,LO-PS10-04315,HISTORICAL_BASELINE,2026-08-26 14:48:01,BASELINE,20.0,2026-08-26 15:49:01,2026-08-26 16:16:01,66
SIG-007947,LO-PS28-01702,OPTIONAL_TELEMATICS,2026-08-26 14:04:06,HIGH,21.6,2026-08-26 15:18:06,2026-08-26 15:45:06,91
SIG-007948,LO-PS27-01989,HISTORICAL_BASELINE,2026-08-26 09:02:27,BASELINE,33.8,2026-08-26 10:05:27,2026-08-26 10:32:27,73
SIG-007949,LO-PS10-04317,HISTORICAL_BASELINE,2026-08-26 09:27:17,BASELINE,17.5,2026-08-26 10:41:17,2026-08-26 11:08:17,74
SIG-007950,LO-PS27-01990,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 10:03:31,MEDIUM,54.1,2026-08-26 11:46:31,2026-08-26 12:13:31,73
SIG-007951,LO-PS10-04318,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 16:10:51,MEDIUM,42.1,2026-08-26 17:25:51,2026-08-26 17:52:51,81
SIG-007952,LO-PS10-04319,HISTORICAL_BASELINE,2026-08-26 08:51:17,BASELINE,61.1,2026-08-26 09:23:17,2026-08-26 09:50:17,68
SIG-007953,LO-PS10-04320,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 08:53:59,MEDIUM,13.5,2026-08-26 09:59:59,2026-08-26 10:26:59,81
SIG-007954,LO-PS10-04321,HISTORICAL_BASELINE,2026-08-26 07:23:14,BASELINE,16.2,2026-08-26 08:42:14,2026-08-26 09:09:14,60
SIG-007955,LO-PS28-01703,OPTIONAL_TELEMATICS,2026-08-26 09:35:20,HIGH,46.1,2026-08-26 10:38:20,2026-08-26 11:05:20,83
SIG-007956,LO-PS27-01991,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 12:16:12,MEDIUM,15.5,2026-08-26 13:28:12,2026-08-26 13:55:12,76
SIG-007957,LO-PS10-04322,HISTORICAL_BASELINE,2026-08-26 16:31:26,BASELINE,23.1,2026-08-26 17:17:26,2026-08-26 17:44:26,60
SIG-007958,LO-PS25-02255,HISTORICAL_BASELINE,2026-08-26 08:20:22,BASELINE,29.0,2026-08-26 09:44:22,2026-08-26 10:11:22,60
SIG-007959,LO-PS25-02256,OPTIONAL_TELEMATICS,2026-08-26 13:12:03,HIGH,60.0,2026-08-26 15:05:03,2026-08-26 15:32:03,88
SIG-007960,LO-PS27-01992,OPTIONAL_TELEMATICS,2026-08-26 14:46:51,HIGH,25.0,2026-08-26 15:03:51,2026-08-26 15:30:51,92
SIG-007961,LO-PS27-01993,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 13:54:41,MEDIUM,45.6,2026-08-26 15:42:41,2026-08-26 16:09:41,75
SIG-007962,LO-PS28-01704,OPTIONAL_TELEMATICS,2026-08-26 10:06:32,HIGH,37.2,2026-08-26 11:43:32,2026-08-26 12:10:32,84
SIG-007963,LO-PS28-01705,OPTIONAL_TELEMATICS,2026-08-26 11:33:08,HIGH,8.3,2026-08-26 12:10:08,2026-08-26 12:37:08,91
SIG-007964,LO-KOTPS1-03349,OPTIONAL_TELEMATICS,2026-08-26 16:00:28,HIGH,35.1,2026-08-26 16:47:28,2026-08-26 17:14:28,89
SIG-007965,LO-PS10-04323,HISTORICAL_BASELINE,2026-08-26 06:32:34,BASELINE,44.2,2026-08-26 07:26:34,2026-08-26 07:53:34,69
SIG-007966,LO-PS10-04324,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 12:22:13,MEDIUM,36.4,2026-08-26 12:32:13,2026-08-26 12:59:13,76
SIG-007967,LO-PS27-01994,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 11:19:00,MEDIUM,8.5,2026-08-26 13:05:00,2026-08-26 13:32:00,75
SIG-007968,LO-PS10-04325,HISTORICAL_BASELINE,2026-08-26 13:54:36,BASELINE,43.1,2026-08-26 14:53:36,2026-08-26 15:20:36,71
SIG-007969,LO-PS28-01706,HISTORICAL_BASELINE,2026-08-26 14:11:27,BASELINE,43.2,2026-08-26 14:45:27,2026-08-26 15:12:27,74
SIG-007970,LO-KOTPS1-03350,HISTORICAL_BASELINE,2026-08-26 08:37:51,BASELINE,60.2,2026-08-26 08:57:51,2026-08-26 09:24:51,69
SIG-007971,LO-PS10-04326,HISTORICAL_BASELINE,2026-08-26 17:46:09,BASELINE,5.6,2026-08-26 19:38:09,2026-08-26 20:05:09,60
SIG-007972,LO-PS10-04327,HISTORICAL_BASELINE,2026-08-26 14:16:57,BASELINE,55.8,2026-08-26 15:29:57,2026-08-26 15:56:57,68
SIG-007973,LO-PS25-02257,HISTORICAL_BASELINE,2026-08-26 11:51:45,BASELINE,34.6,2026-08-26 12:15:45,2026-08-26 12:42:45,67
SIG-007974,LO-PS10-04329,HISTORICAL_BASELINE,2026-08-26 15:29:47,BASELINE,19.4,2026-08-26 17:15:47,2026-08-26 17:42:47,69
SIG-007975,LO-PS10-04331,HISTORICAL_BASELINE,2026-08-26 15:27:59,BASELINE,50.8,2026-08-26 15:40:59,2026-08-26 16:07:59,60
SIG-007976,LO-PS28-01707,HISTORICAL_BASELINE,2026-08-26 12:28:01,BASELINE,29.5,2026-08-26 13:09:01,2026-08-26 13:36:01,70
SIG-007977,LO-PS10-04333,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 09:09:16,MEDIUM,54.3,2026-08-26 09:21:16,2026-08-26 09:48:16,75
SIG-007978,LO-PS10-04334,HISTORICAL_BASELINE,2026-08-26 16:52:54,BASELINE,18.4,2026-08-26 18:25:54,2026-08-26 18:52:54,69
SIG-007979,LO-KOTPS1-03351,HISTORICAL_BASELINE,2026-08-26 11:54:20,BASELINE,47.3,2026-08-26 13:03:20,2026-08-26 13:30:20,62
SIG-007980,LO-PS25-02258,HISTORICAL_BASELINE,2026-08-26 08:39:51,BASELINE,26.7,2026-08-26 09:59:51,2026-08-26 10:26:51,61
SIG-007981,LO-PS27-01995,HISTORICAL_BASELINE,2026-08-26 11:23:01,BASELINE,30.7,2026-08-26 12:46:01,2026-08-26 13:13:01,61
SIG-007982,LO-PS10-04335,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 09:22:29,MEDIUM,46.2,2026-08-26 10:49:29,2026-08-26 11:16:29,84
SIG-007983,LO-PS10-04336,HISTORICAL_BASELINE,2026-08-26 15:55:14,BASELINE,41.7,2026-08-26 17:12:14,2026-08-26 17:39:14,60
SIG-007984,LO-KOTPS1-03352,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 10:40:36,MEDIUM,42.3,2026-08-26 12:43:36,2026-08-26 13:10:36,74
SIG-007985,LO-PS25-02259,HISTORICAL_BASELINE,2026-08-26 16:52:35,BASELINE,32.1,2026-08-26 17:00:35,2026-08-26 17:27:35,68
SIG-007986,LO-PS10-04337,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 10:39:25,MEDIUM,31.3,2026-08-26 12:25:25,2026-08-26 12:52:25,74
SIG-007987,LO-KOTPS1-03353,HISTORICAL_BASELINE,2026-08-26 08:19:20,BASELINE,47.0,2026-08-26 09:25:20,2026-08-26 09:52:20,64
SIG-007988,LO-KOTPS1-03354,HISTORICAL_BASELINE,2026-08-26 09:59:56,BASELINE,34.3,2026-08-26 11:32:56,2026-08-26 11:59:56,66
SIG-007989,LO-KOTPS1-03355,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 11:21:28,MEDIUM,40.1,2026-08-26 12:32:28,2026-08-26 12:59:28,85
SIG-007990,LO-PS25-02260,HISTORICAL_BASELINE,2026-08-26 09:16:47,BASELINE,12.5,2026-08-26 10:24:47,2026-08-26 10:51:47,64
SIG-007991,LO-KOTPS1-03356,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 08:40:02,MEDIUM,59.0,2026-08-26 09:33:02,2026-08-26 10:00:02,77
SIG-007992,LO-PS10-04338,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 08:45:06,MEDIUM,11.9,2026-08-26 09:10:06,2026-08-26 09:37:06,75
SIG-007993,LO-PS27-01996,OPTIONAL_TELEMATICS,2026-08-26 07:39:46,HIGH,40.3,2026-08-26 08:33:46,2026-08-26 09:00:46,90
SIG-007994,LO-PS10-04339,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 10:23:46,MEDIUM,19.8,2026-08-26 11:24:46,2026-08-26 11:51:46,73
SIG-007995,LO-KOTPS1-03357,OPTIONAL_TELEMATICS,2026-08-26 08:44:09,HIGH,59.9,2026-08-26 09:21:09,2026-08-26 09:48:09,85
SIG-007996,LO-PS27-01997,HISTORICAL_BASELINE,2026-08-26 07:22:57,BASELINE,15.2,2026-08-26 09:23:57,2026-08-26 09:50:57,66
SIG-007997,LO-KOTPS1-03358,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 06:20:15,MEDIUM,51.4,2026-08-26 08:27:15,2026-08-26 08:54:15,75
SIG-007998,LO-KOTPS1-03359,OPTIONAL_TELEMATICS,2026-08-26 15:44:51,HIGH,25.9,2026-08-26 16:36:51,2026-08-26 17:03:51,85
SIG-007999,LO-KOTPS1-03360,HISTORICAL_BASELINE,2026-08-26 09:59:48,BASELINE,16.5,2026-08-26 11:23:48,2026-08-26 11:50:48,71
SIG-008000,LO-PS10-04340,HISTORICAL_BASELINE,2026-08-26 08:09:50,BASELINE,11.7,2026-08-26 08:56:50,2026-08-26 09:23:50,66
SIG-008001,LO-PS10-04341,HISTORICAL_BASELINE,2026-08-26 14:29:57,BASELINE,35.2,2026-08-26 16:20:57,2026-08-26 16:47:57,74
SIG-008002,LO-PS10-04342,HISTORICAL_BASELINE,2026-08-26 07:50:04,BASELINE,44.3,2026-08-26 08:10:04,2026-08-26 08:37:04,63
SIG-008003,LO-PS28-01708,HISTORICAL_BASELINE,2026-08-26 07:35:48,BASELINE,36.5,2026-08-26 09:04:48,2026-08-26 09:31:48,63
SIG-008004,LO-PS25-02261,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 10:54:30,MEDIUM,39.1,2026-08-26 11:26:30,2026-08-26 11:53:30,75
SIG-008005,LO-PS27-01998,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 16:46:40,MEDIUM,21.6,2026-08-26 18:20:40,2026-08-26 18:47:40,75
SIG-008006,LO-PS10-04343,HISTORICAL_BASELINE,2026-08-26 14:33:39,BASELINE,16.8,2026-08-26 16:17:39,2026-08-26 16:44:39,60
SIG-008007,LO-KOTPS1-03361,OPTIONAL_TELEMATICS,2026-08-26 13:57:53,HIGH,34.2,2026-08-26 14:11:53,2026-08-26 14:38:53,91
SIG-008008,LO-PS25-02262,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 10:06:21,MEDIUM,22.1,2026-08-26 10:14:21,2026-08-26 10:41:21,72
SIG-008009,LO-PS27-01999,OPTIONAL_TELEMATICS,2026-08-26 08:59:19,HIGH,42.7,2026-08-26 10:09:19,2026-08-26 10:36:19,85
SIG-008010,LO-PS27-02000,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 10:50:44,MEDIUM,11.6,2026-08-26 11:26:44,2026-08-26 11:53:44,80
SIG-008011,LO-PS25-02263,OPTIONAL_TELEMATICS,2026-08-26 11:19:16,HIGH,56.7,2026-08-26 12:58:16,2026-08-26 13:25:16,91
SIG-008012,LO-PS10-04344,HISTORICAL_BASELINE,2026-08-26 15:09:03,BASELINE,25.2,2026-08-26 15:51:03,2026-08-26 16:18:03,61
SIG-008013,LO-PS10-04345,HISTORICAL_BASELINE,2026-08-26 10:22:19,BASELINE,19.1,2026-08-26 11:45:19,2026-08-26 12:12:19,65
SIG-008014,LO-PS27-02001,OPTIONAL_TELEMATICS,2026-08-26 09:19:39,HIGH,62.9,2026-08-26 11:06:39,2026-08-26 11:33:39,93
SIG-008015,LO-PS27-02002,HISTORICAL_BASELINE,2026-08-26 11:43:09,BASELINE,44.7,2026-08-26 12:56:09,2026-08-26 13:23:09,72
SIG-008016,LO-PS10-04346,OPTIONAL_TELEMATICS,2026-08-26 10:51:11,HIGH,29.2,2026-08-26 11:11:11,2026-08-26 11:38:11,82
SIG-008017,LO-PS25-02264,HISTORICAL_BASELINE,2026-08-26 15:15:57,BASELINE,62.1,2026-08-26 16:30:57,2026-08-26 16:57:57,71
SIG-008018,LO-PS10-04347,HISTORICAL_BASELINE,2026-08-26 07:23:49,BASELINE,47.2,2026-08-26 07:56:49,2026-08-26 08:23:49,71
SIG-008019,LO-PS10-04348,HISTORICAL_BASELINE,2026-08-26 08:59:16,BASELINE,19.9,2026-08-26 09:36:16,2026-08-26 10:03:16,69
SIG-008020,LO-KOTPS1-03362,HISTORICAL_BASELINE,2026-08-26 16:51:03,BASELINE,36.0,2026-08-26 17:48:03,2026-08-26 18:15:03,63
SIG-008021,LO-PS28-01709,HISTORICAL_BASELINE,2026-08-26 14:32:16,BASELINE,45.9,2026-08-26 15:45:16,2026-08-26 16:12:16,67
SIG-008022,LO-PS28-01710,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 08:47:24,MEDIUM,29.1,2026-08-26 09:36:24,2026-08-26 10:03:24,82
SIG-008023,LO-PS27-02003,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 09:36:22,MEDIUM,7.2,2026-08-26 10:42:22,2026-08-26 11:09:22,75
SIG-008024,LO-PS25-02265,HISTORICAL_BASELINE,2026-08-26 09:06:26,BASELINE,45.3,2026-08-26 10:52:26,2026-08-26 11:19:26,74
SIG-008025,LO-PS27-02004,OPTIONAL_TELEMATICS,2026-08-26 08:50:42,HIGH,40.8,2026-08-26 09:30:42,2026-08-26 09:57:42,85
SIG-008026,LO-PS10-04349,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 08:02:21,MEDIUM,22.6,2026-08-26 08:44:21,2026-08-26 09:11:21,85
SIG-008027,LO-PS10-04350,HISTORICAL_BASELINE,2026-08-26 16:13:04,BASELINE,14.5,2026-08-26 17:24:04,2026-08-26 17:51:04,72
SIG-008028,LO-PS25-02266,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 08:23:30,MEDIUM,45.1,2026-08-26 09:48:30,2026-08-26 10:15:30,82
SIG-008029,LO-KOTPS1-03363,OPTIONAL_TELEMATICS,2026-08-26 11:34:20,HIGH,14.6,2026-08-26 12:48:20,2026-08-26 13:15:20,89
SIG-008030,LO-KOTPS1-03364,HISTORICAL_BASELINE,2026-08-26 06:40:31,BASELINE,15.1,2026-08-26 08:13:31,2026-08-26 08:40:31,64
SIG-008031,LO-PS10-04351,HISTORICAL_BASELINE,2026-08-26 17:49:13,BASELINE,54.0,2026-08-26 18:48:13,2026-08-26 19:15:13,65
SIG-008032,LO-KOTPS1-03365,OPTIONAL_TELEMATICS,2026-08-26 10:23:04,HIGH,57.6,2026-08-26 10:32:04,2026-08-26 10:59:04,87
SIG-008033,LO-PS10-04352,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 11:02:36,MEDIUM,11.5,2026-08-26 11:12:36,2026-08-26 11:39:36,79
SIG-008034,LO-PS10-04353,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 09:36:31,MEDIUM,43.9,2026-08-26 09:56:31,2026-08-26 10:23:31,76
SIG-008035,LO-PS10-04354,HISTORICAL_BASELINE,2026-08-26 15:28:31,BASELINE,37.1,2026-08-26 16:07:31,2026-08-26 16:34:31,71
SIG-008036,LO-PS28-01711,HISTORICAL_BASELINE,2026-08-26 11:17:44,BASELINE,21.9,2026-08-26 12:43:44,2026-08-26 13:10:44,61
SIG-008037,LO-PS10-04355,HISTORICAL_BASELINE,2026-08-26 10:41:31,BASELINE,26.1,2026-08-26 11:40:31,2026-08-26 12:07:31,63
SIG-008038,LO-PS10-04356,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 09:40:08,MEDIUM,44.7,2026-08-26 10:45:08,2026-08-26 11:12:08,81
SIG-008039,LO-KOTPS1-03366,HISTORICAL_BASELINE,2026-08-26 08:48:40,BASELINE,23.8,2026-08-26 10:48:40,2026-08-26 11:15:40,69
SIG-008040,LO-PS10-04357,HISTORICAL_BASELINE,2026-08-26 17:46:41,BASELINE,29.1,2026-08-26 18:47:41,2026-08-26 19:14:41,61
SIG-008041,LO-PS25-02267,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 10:59:58,MEDIUM,30.8,2026-08-26 11:57:58,2026-08-26 12:24:58,73
SIG-008042,LO-PS27-02005,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 16:46:38,MEDIUM,30.9,2026-08-26 17:46:38,2026-08-26 18:13:38,72
SIG-008043,LO-PS25-02268,HISTORICAL_BASELINE,2026-08-26 09:53:47,BASELINE,6.7,2026-08-26 10:01:47,2026-08-26 10:28:47,68
SIG-008044,LO-PS10-04359,HISTORICAL_BASELINE,2026-08-26 13:58:01,BASELINE,44.0,2026-08-26 14:54:01,2026-08-26 15:21:01,63
SIG-008045,LO-KOTPS1-03367,OPTIONAL_TELEMATICS,2026-08-26 13:24:29,HIGH,50.0,2026-08-26 14:13:29,2026-08-26 14:40:29,88
SIG-008046,LO-PS27-02006,OPTIONAL_TELEMATICS,2026-08-26 16:35:50,HIGH,5.2,2026-08-26 18:03:50,2026-08-26 18:30:50,88
SIG-008047,LO-PS25-02269,HISTORICAL_BASELINE,2026-08-26 11:53:41,BASELINE,17.8,2026-08-26 12:56:41,2026-08-26 13:23:41,61
SIG-008048,LO-KOTPS1-03368,OPTIONAL_TELEMATICS,2026-08-26 09:11:18,HIGH,12.4,2026-08-26 10:11:18,2026-08-26 10:38:18,89
SIG-008049,LO-PS10-04360,HISTORICAL_BASELINE,2026-08-26 10:28:27,BASELINE,44.9,2026-08-26 11:47:27,2026-08-26 12:14:27,73
SIG-008050,LO-PS10-04361,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 09:53:51,MEDIUM,63.4,2026-08-26 10:12:51,2026-08-26 10:39:51,74
SIG-008051,LO-PS27-02007,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 08:02:48,MEDIUM,7.5,2026-08-26 08:51:48,2026-08-26 09:18:48,72
SIG-008052,LO-PS27-02008,OPTIONAL_TELEMATICS,2026-08-26 09:08:39,HIGH,32.6,2026-08-26 09:32:39,2026-08-26 09:59:39,94
SIG-008053,LO-KOTPS1-03369,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 13:17:41,MEDIUM,32.7,2026-08-26 15:09:41,2026-08-26 15:36:41,85
SIG-008054,LO-PS27-02009,HISTORICAL_BASELINE,2026-08-26 11:49:22,BASELINE,8.2,2026-08-26 13:01:22,2026-08-26 13:28:22,70
SIG-008055,LO-PS10-04362,HISTORICAL_BASELINE,2026-08-26 09:17:42,BASELINE,43.2,2026-08-26 11:09:42,2026-08-26 11:36:42,65
SIG-008056,LO-KOTPS1-03370,OPTIONAL_TELEMATICS,2026-08-26 10:39:05,HIGH,28.2,2026-08-26 11:51:05,2026-08-26 12:18:05,87
SIG-008057,LO-PS28-01712,OPTIONAL_TELEMATICS,2026-08-26 07:33:59,HIGH,56.0,2026-08-26 09:12:59,2026-08-26 09:39:59,93
SIG-008058,LO-KOTPS1-03371,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 08:36:14,MEDIUM,35.7,2026-08-26 09:08:14,2026-08-26 09:35:14,79
SIG-008059,LO-PS10-04363,HISTORICAL_BASELINE,2026-08-26 14:24:34,BASELINE,12.5,2026-08-26 14:36:34,2026-08-26 15:03:34,63
SIG-008060,LO-PS10-04364,HISTORICAL_BASELINE,2026-08-26 12:19:02,BASELINE,31.1,2026-08-26 13:28:02,2026-08-26 13:55:02,74
SIG-008061,LO-PS10-04365,HISTORICAL_BASELINE,2026-08-26 16:08:34,BASELINE,35.8,2026-08-26 16:29:34,2026-08-26 16:56:34,75
SIG-008062,LO-KOTPS1-03372,HISTORICAL_BASELINE,2026-08-26 09:42:40,BASELINE,10.1,2026-08-26 11:25:40,2026-08-26 11:52:40,69
SIG-008063,LO-PS25-02270,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 09:28:42,MEDIUM,16.5,2026-08-26 11:09:42,2026-08-26 11:36:42,78
SIG-008064,LO-PS28-01713,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 16:22:32,MEDIUM,35.9,2026-08-26 17:04:32,2026-08-26 17:31:32,74
SIG-008065,LO-KOTPS1-03373,HISTORICAL_BASELINE,2026-08-26 12:25:46,BASELINE,60.2,2026-08-26 13:10:46,2026-08-26 13:37:46,63
SIG-008066,LO-PS25-02271,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 10:35:24,MEDIUM,7.1,2026-08-26 11:19:24,2026-08-26 11:46:24,73
SIG-008067,LO-KOTPS1-03374,HISTORICAL_BASELINE,2026-08-26 11:40:26,BASELINE,58.9,2026-08-26 13:19:26,2026-08-26 13:46:26,60
SIG-008068,LO-KOTPS1-03375,HISTORICAL_BASELINE,2026-08-26 16:24:11,BASELINE,63.5,2026-08-26 17:36:11,2026-08-26 18:03:11,73
SIG-008069,LO-PS25-02272,HISTORICAL_BASELINE,2026-08-26 15:52:24,BASELINE,31.1,2026-08-26 17:41:24,2026-08-26 18:08:24,64
SIG-008070,LO-PS10-04366,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 08:11:55,MEDIUM,22.0,2026-08-26 09:13:55,2026-08-26 09:40:55,82
SIG-008071,LO-KOTPS1-03376,OPTIONAL_TRAFFIC_SIGNAL,2026-08-26 16:49:19,MEDIUM,29.8,2026-08-26 17:10:19,2026-08-26 17:37:19,73
SIG-008072,LO-PS25-02273,HISTORICAL_BASELINE,2026-08-26 14:45:45,BASELINE,8.5,2026-08-26 15:51:45,2026-08-26 16:18:45,65
SIG-008073,LO-PS10-04367,HISTORICAL_BASELINE,2026-08-26 09:38:57,BASELINE,29.5,2026-08-26 10:48:57,2026-08-26 11:15:57,73
SIG-008074,LO-PS10-04368,HISTORICAL_BASELINE,2026-08-27 06:24:54,BASELINE,50.4,2026-08-27 08:07:54,2026-08-27 08:34:54,64
SIG-008075,LO-PS27-02010,OPTIONAL_TRAFFIC_SIGNAL,2026-08-27 10:06:22,MEDIUM,37.4,2026-08-27 11:35:22,2026-08-27 12:02:22,73
SIG-008076,LO-KOTPS1-03377,OPTIONAL_TRAFFIC_SIGNAL,2026-08-27 10:40:02,MEDIUM,53.7,2026-08-27 12:14:02,2026-08-27 12:41:02,72
SIG-008077,LO-PS10-04369,HISTORICAL_BASELINE,2026-08-27 09:41:20,BASELINE,56.3,2026-08-27 11:01:20,2026-08-27 11:28:20,72
SIG-008078,LO-PS10-04370,HISTORICAL_BASELINE,2026-08-27 13:36:47,BASELINE,27.3,2026-08-27 15:17:47,2026-08-27 15:44:47,70
SIG-008079,LO-PS27-02011,HISTORICAL_BASELINE,2026-08-27 09:39:18,BASELINE,29.2,2026-08-27 09:59:18,2026-08-27 10:26:18,62
SIG-008080,LO-KOTPS1-03378,OPTIONAL_TELEMATICS,2026-08-27 16:09:26,HIGH,20.0,2026-08-27 16:44:26,2026-08-27 17:11:26,94
SIG-008081,LO-KOTPS1-03379,OPTIONAL_TELEMATICS,2026-08-27 10:59:34,HIGH,58.2,2026-08-27 12:48:34,2026-08-27 13:15:34,85
SIG-008082,LO-KOTPS1-03380,OPTIONAL_TELEMATICS,2026-08-27 17:41:00,HIGH,27.1,2026-08-27 19:18:00,2026-08-27 19:45:00,91
SIG-008083,LO-PS10-04371,HISTORICAL_BASELINE,2026-08-27 17:43:35,BASELINE,35.5,2026-08-27 17:57:35,2026-08-27 18:24:35,67
SIG-008084,LO-KOTPS1-03381,OPTIONAL_TRAFFIC_SIGNAL,2026-08-27 08:20:32,MEDIUM,53.6,2026-08-27 10:16:32,2026-08-27 10:43:32,73
SIG-008085,LO-PS10-04372,OPTIONAL_TRAFFIC_SIGNAL,2026-08-27 11:52:42,MEDIUM,17.4,2026-08-27 12:17:42,2026-08-27 12:44:42,73
SIG-008086,LO-PS10-04373,OPTIONAL_TELEMATICS,2026-08-27 08:15:00,HIGH,19.3,2026-08-27 09:41:00,2026-08-27 10:08:00,84
SIG-008087,LO-KOTPS1-03382,HISTORICAL_BASELINE,2026-08-27 10:47:18,BASELINE,60.8,2026-08-27 12:21:18,2026-08-27 12:48:18,75
SIG-008088,LO-PS10-04374,OPTIONAL_TRAFFIC_SIGNAL,2026-08-27 06:51:10,MEDIUM,28.4,2026-08-27 08:07:10,2026-08-27 08:34:10,73
SIG-008089,LO-PS10-04375,HISTORICAL_BASELINE,2026-08-27 13:49:27,BASELINE,6.5,2026-08-27 14:49:27,2026-08-27 15:16:27,74
SIG-008090,LO-KOTPS1-03383,OPTIONAL_TELEMATICS,2026-08-27 10:48:56,HIGH,15.1,2026-08-27 12:35:56,2026-08-27 13:02:56,85
SIG-008091,LO-PS25-02274,OPTIONAL_TRAFFIC_SIGNAL,2026-08-27 06:34:37,MEDIUM,51.3,2026-08-27 07:45:37,2026-08-27 08:12:37,79
SIG-008092,LO-PS28-01714,HISTORICAL_BASELINE,2026-08-27 08:26:32,BASELINE,62.0,2026-08-27 08:56:32,2026-08-27 09:23:32,66
SIG-008093,LO-PS27-02012,OPTIONAL_TRAFFIC_SIGNAL,2026-08-27 15:22:14,MEDIUM,34.3,2026-08-27 16:46:14,2026-08-27 17:13:14,78
SIG-008094,LO-PS10-04376,OPTIONAL_TRAFFIC_SIGNAL,2026-08-27 10:47:20,MEDIUM,64.6,2026-08-27 12:04:20,2026-08-27 12:31:20,85
SIG-008095,LO-KOTPS1-03384,OPTIONAL_TRAFFIC_SIGNAL,2026-08-27 08:01:37,MEDIUM,52.7,2026-08-27 08:34:37,2026-08-27 09:01:37,73
SIG-008096,LO-PS10-04377,HISTORICAL_BASELINE,2026-08-27 12:03:10,BASELINE,19.8,2026-08-27 13:42:10,2026-08-27 14:09:10,69
SIG-008097,LO-PS10-04378,OPTIONAL_TRAFFIC_SIGNAL,2026-08-27 09:47:04,MEDIUM,10.0,2026-08-27 10:38:04,2026-08-27 11:05:04,79
SIG-008098,LO-KOTPS1-03385,HISTORICAL_BASELINE,2026-08-27 15:41:02,BASELINE,9.7,2026-08-27 17:44:02,2026-08-27 18:11:02,70
SIG-008099,LO-PS25-02275,HISTORICAL_BASELINE,2026-08-27 10:09:09,BASELINE,51.1,2026-08-27 12:03:09,2026-08-27 12:30:09,60
SIG-008100,LO-KOTPS1-03387,OPTIONAL_TRAFFIC_SIGNAL,2026-08-27 07:35:16,MEDIUM,57.0,2026-08-27 09:22:16,2026-08-27 09:49:16,79
SIG-008101,LO-KOTPS1-03388,OPTIONAL_TELEMATICS,2026-08-27 16:29:30,HIGH,59.2,2026-08-27 17:47:30,2026-08-27 18:14:30,91
SIG-008102,LO-PS10-04379,HISTORICAL_BASELINE,2026-08-27 15:16:52,BASELINE,26.5,2026-08-27 16:59:52,2026-08-27 17:26:52,67
SIG-008103,LO-PS10-04380,OPTIONAL_TELEMATICS,2026-08-27 16:12:27,HIGH,43.5,2026-08-27 18:05:27,2026-08-27 18:32:27,90
