staging_id,order_id,depot_id,staging_area_id,queue_entry_time,queue_exit_time,wait_duration_minutes,queue_reason,initial_predicted_wait_min
STG-009176,LO-PS10-04709,nairobi,Staging Bay C1,2026-09-04 18:19:52,2026-09-04 18:37:20,17.46,ARRIVAL_CLUSTERING,18.0
STG-009177,LO-PS10-04710,nairobi,Staging Bay B5,2026-09-04 14:52:20,2026-09-04 14:56:45,4.41,NOMINAL_FLOW,3.9
STG-009178,LO-PS28-01786,kisumu,Staging Bay A3,2026-09-04 09:43:59,2026-09-04 10:16:40,32.69,ARRIVAL_CLUSTERING,35.7
STG-009179,LO-PS10-04711,nairobi,Staging Bay A3,2026-09-04 16:07:28,2026-09-04 16:23:37,16.15,NOMINAL_FLOW,17.0
STG-009180,LO-KOTPS1-03641,mombasa,Staging Bay B2,2026-09-04 12:31:51,2026-09-04 13:00:21,28.49,ARRIVAL_CLUSTERING,29.2
STG-009181,LO-KOTPS1-03642,mombasa,Staging Bay B1,2026-09-04 12:33:57,2026-09-04 12:56:34,22.62,ARRIVAL_CLUSTERING,25.9
STG-009182,LO-PS10-04712,nairobi,Staging Bay C4,2026-09-04 10:23:13,2026-09-04 10:50:06,26.88,ARRIVAL_CLUSTERING,27.6
STG-009183,LO-PS27-02121,eldoret,Staging Bay C2,2026-09-04 12:15:01,2026-09-04 12:47:17,32.26,ARRIVAL_CLUSTERING,35.3
STG-009184,LO-PS28-01787,kisumu,Staging Bay B1,2026-09-04 18:07:15,2026-09-04 18:48:04,40.81,ARRIVAL_CLUSTERING,46.2
STG-009185,LO-PS10-04714,nairobi,Staging Bay C1,2026-09-04 11:25:56,2026-09-04 11:50:31,24.59,ARRIVAL_CLUSTERING,24.2
STG-009186,LO-PS27-02122,eldoret,Staging Bay C3,2026-09-04 12:49:37,2026-09-04 13:17:06,27.49,ARRIVAL_CLUSTERING,27.7
STG-009187,LO-PS10-04715,nairobi,Staging Bay A4,2026-09-04 11:15:57,2026-09-04 11:55:16,39.32,ARRIVAL_CLUSTERING,35.1
STG-009188,LO-PS10-04716,nairobi,Staging Bay B1,2026-09-04 15:52:39,2026-09-04 16:20:34,27.91,ARRIVAL_CLUSTERING,28.4
STG-009189,LO-PS25-02411,nakuru,Staging Bay A2,2026-09-04 11:34:43,2026-09-04 12:00:03,25.32,ARRIVAL_CLUSTERING,24.3
STG-009190,LO-PS10-04717,nairobi,Staging Bay A1,2026-09-04 18:41:13,2026-09-04 18:57:26,16.23,ARRIVAL_CLUSTERING,13.9
STG-009191,LO-PS28-01788,kisumu,Staging Bay C2,2026-09-04 09:37:32,2026-09-04 09:45:25,7.88,NOMINAL_FLOW,8.2
STG-009192,LO-KOTPS1-03643,mombasa,Staging Bay A5,2026-09-04 08:45:52,2026-09-04 08:52:10,6.3,LOADING_CAPACITY_PRESSURE,6.9
STG-009193,LO-PS25-02412,nakuru,Staging Bay A1,2026-09-04 10:49:14,2026-09-04 11:12:00,22.75,ARRIVAL_CLUSTERING,19.8
STG-009194,LO-PS10-04718,nairobi,Staging Bay C4,2026-09-04 12:26:31,2026-09-04 12:50:16,23.75,ARRIVAL_CLUSTERING,25.7
STG-009195,LO-KOTPS1-03644,mombasa,Staging Bay C2,2026-09-04 13:39:27,2026-09-04 14:10:27,30.99,ARRIVAL_CLUSTERING,31.4
STG-009196,LO-KOTPS1-03645,mombasa,Staging Bay C2,2026-09-04 15:25:00,2026-09-04 15:29:52,4.87,NOMINAL_FLOW,5.3
STG-009197,LO-PS27-02123,eldoret,Staging Bay C5,2026-09-04 15:01:07,2026-09-04 15:15:19,14.2,ARRIVAL_CLUSTERING,15.8
STG-009198,LO-PS10-04719,nairobi,Staging Bay A1,2026-09-04 10:28:26,2026-09-04 10:44:24,15.96,ARRIVAL_CLUSTERING,13.9
STG-009199,LO-PS25-02413,nakuru,Staging Bay A1,2026-09-04 10:41:21,2026-09-04 11:28:11,46.83,ARRIVAL_CLUSTERING,51.6
STG-009200,LO-PS10-04720,nairobi,Staging Bay C2,2026-09-04 09:53:30,2026-09-04 10:08:45,15.26,ARRIVAL_CLUSTERING,16.4
STG-009201,LO-KOTPS1-03646,mombasa,Staging Bay C2,2026-09-04 11:03:32,2026-09-04 11:26:43,23.18,ARRIVAL_CLUSTERING,22.3
STG-009202,LO-KOTPS1-03647,mombasa,Staging Bay A4,2026-09-04 18:16:25,2026-09-04 18:31:06,14.68,ARRIVAL_CLUSTERING,13.6
STG-009203,LO-PS10-04721,nairobi,Staging Bay A5,2026-09-04 10:18:41,2026-09-04 10:36:37,17.93,ARRIVAL_CLUSTERING,16.6
STG-009204,LO-KOTPS1-03648,mombasa,Staging Bay B5,2026-09-04 11:55:48,2026-09-04 12:20:28,24.66,ARRIVAL_CLUSTERING,23.8
STG-009205,LO-PS10-04722,nairobi,Staging Bay C4,2026-09-04 11:46:50,2026-09-04 12:01:39,14.82,ARRIVAL_CLUSTERING,13.4
STG-009206,LO-PS10-04723,nairobi,Staging Bay A1,2026-09-04 08:52:14,2026-09-04 08:59:34,7.33,NOMINAL_FLOW,6.3
STG-009207,LO-PS10-04724,nairobi,Staging Bay C3,2026-09-04 12:29:42,2026-09-04 13:14:14,44.52,ARRIVAL_CLUSTERING,41.1
STG-009208,LO-PS10-04725,nairobi,Staging Bay A3,2026-09-04 14:25:10,2026-09-04 14:42:39,17.49,NOMINAL_FLOW,17.8
STG-009209,LO-PS10-04726,nairobi,Staging Bay B2,2026-09-04 10:05:17,2026-09-04 10:24:08,18.85,ARRIVAL_CLUSTERING,21.5
STG-009210,LO-PS10-04727,nairobi,Staging Bay C2,2026-09-04 08:40:48,2026-09-04 08:48:16,7.48,NOMINAL_FLOW,7.4
STG-009211,LO-PS10-04729,nairobi,Staging Bay C5,2026-09-04 12:30:21,2026-09-04 13:09:43,39.36,ARRIVAL_CLUSTERING,38.8
STG-009212,LO-PS10-04730,nairobi,Staging Bay A4,2026-09-04 09:45:44,2026-09-04 10:02:36,16.87,ARRIVAL_CLUSTERING,16.7
STG-009213,LO-PS10-04731,nairobi,Staging Bay C5,2026-09-04 10:34:43,2026-09-04 10:48:28,13.76,LOADING_CAPACITY_PRESSURE,15.5
STG-009214,LO-KOTPS1-03649,mombasa,Staging Bay C3,2026-09-04 12:34:51,2026-09-04 13:09:09,34.3,ARRIVAL_CLUSTERING,35.0
STG-009215,LO-PS25-02414,nakuru,Staging Bay B4,2026-09-04 10:19:41,2026-09-04 10:58:01,38.33,ARRIVAL_CLUSTERING,35.6
STG-009216,LO-KOTPS1-03651,mombasa,Staging Bay A4,2026-09-04 15:54:47,2026-09-04 16:03:11,8.39,NOMINAL_FLOW,7.2
STG-009217,LO-PS10-04732,nairobi,Staging Bay B5,2026-09-04 11:53:04,2026-09-04 12:33:45,40.69,ARRIVAL_CLUSTERING,46.7
STG-009218,LO-KOTPS1-03652,mombasa,Staging Bay B1,2026-09-04 16:49:46,2026-09-04 17:14:47,25.01,ARRIVAL_CLUSTERING,25.5
STG-009219,LO-KOTPS1-03653,mombasa,Staging Bay B1,2026-09-04 10:39:37,2026-09-04 11:27:16,47.65,ARRIVAL_CLUSTERING,51.8
STG-009220,LO-PS10-04733,nairobi,Staging Bay C1,2026-09-04 17:47:11,2026-09-04 18:25:41,38.5,ARRIVAL_CLUSTERING,39.9
STG-009221,LO-KOTPS1-03654,mombasa,Staging Bay A1,2026-09-04 10:57:32,2026-09-04 11:36:02,38.49,ARRIVAL_CLUSTERING,38.9
STG-009222,LO-PS10-04735,nairobi,Staging Bay A5,2026-09-04 14:06:13,2026-09-04 14:33:21,27.14,ARRIVAL_CLUSTERING,28.9
STG-009223,LO-PS10-04736,nairobi,Staging Bay A4,2026-09-04 17:30:19,2026-09-04 17:53:56,23.61,ARRIVAL_CLUSTERING,23.9
STG-009224,LO-KOTPS1-03655,mombasa,Staging Bay A1,2026-09-04 09:57:16,2026-09-04 10:14:48,17.55,NOMINAL_FLOW,16.0
STG-009225,LO-PS10-04737,nairobi,Staging Bay B1,2026-09-04 19:21:24,2026-09-04 19:53:18,31.89,ARRIVAL_CLUSTERING,34.3
STG-009226,LO-PS10-04738,nairobi,Staging Bay B4,2026-09-04 11:51:37,2026-09-04 12:25:21,33.73,ARRIVAL_CLUSTERING,32.6
STG-009227,LO-PS27-02124,eldoret,Staging Bay A2,2026-09-04 17:26:50,2026-09-04 18:10:14,43.39,ARRIVAL_CLUSTERING,41.9
STG-009228,LO-PS10-04739,nairobi,Staging Bay C4,2026-09-04 13:13:33,2026-09-04 13:29:00,15.44,ARRIVAL_CLUSTERING,15.8
STG-009229,LO-PS10-04740,nairobi,Staging Bay A5,2026-09-04 10:19:19,2026-09-04 10:37:09,17.83,NOMINAL_FLOW,17.4
STG-009230,LO-KOTPS1-03656,mombasa,Staging Bay B1,2026-09-04 11:46:52,2026-09-04 12:20:10,33.31,ARRIVAL_CLUSTERING,37.6
STG-009231,LO-PS25-02415,nakuru,Staging Bay C2,2026-09-04 09:34:38,2026-09-04 09:41:54,7.27,NOMINAL_FLOW,6.7
STG-009232,LO-KOTPS1-03657,mombasa,Staging Bay A5,2026-09-04 11:39:24,2026-09-04 12:10:15,30.84,ARRIVAL_CLUSTERING,33.0
STG-009233,LO-KOTPS1-03658,mombasa,Staging Bay B1,2026-09-04 08:57:43,2026-09-04 09:11:40,13.95,NOMINAL_FLOW,13.0
STG-009234,LO-PS10-04742,nairobi,Staging Bay C2,2026-09-04 16:00:44,2026-09-04 16:14:47,14.04,NOMINAL_FLOW,12.3
STG-009235,LO-PS10-04743,nairobi,Staging Bay C5,2026-09-04 11:43:10,2026-09-04 11:59:08,15.97,ARRIVAL_CLUSTERING,16.1
STG-009236,LO-KOTPS1-03659,mombasa,Staging Bay A2,2026-09-04 17:56:37,2026-09-04 18:11:52,15.26,ARRIVAL_CLUSTERING,17.3
STG-009237,LO-PS10-04744,nairobi,Staging Bay A1,2026-09-04 19:42:39,2026-09-04 20:15:17,32.64,ARRIVAL_CLUSTERING,33.9
STG-009238,LO-PS25-02416,nakuru,Staging Bay B5,2026-09-04 14:18:04,2026-09-04 15:05:31,47.45,ARRIVAL_CLUSTERING,46.9
STG-009239,LO-PS28-01789,kisumu,Staging Bay A2,2026-09-04 11:32:38,2026-09-04 11:56:20,23.69,ARRIVAL_CLUSTERING,25.3
STG-009240,LO-PS25-02417,nakuru,Staging Bay B5,2026-09-04 10:08:31,2026-09-04 10:25:13,16.69,NOMINAL_FLOW,16.2
STG-009241,LO-PS25-02418,nakuru,Staging Bay A1,2026-09-04 13:58:01,2026-09-04 14:03:10,5.15,LOADING_CAPACITY_PRESSURE,5.9
STG-009242,LO-PS10-04745,nairobi,Staging Bay A4,2026-09-04 13:26:25,2026-09-04 14:05:10,38.75,ARRIVAL_CLUSTERING,43.0
STG-009243,LO-PS10-04746,nairobi,Staging Bay A3,2026-09-04 11:37:50,2026-09-04 12:20:29,42.65,ARRIVAL_CLUSTERING,48.4
STG-009244,LO-PS10-04747,nairobi,Staging Bay C5,2026-09-04 16:33:33,2026-09-04 16:48:46,15.21,ARRIVAL_CLUSTERING,13.7
STG-009245,LO-KOTPS1-03662,mombasa,Staging Bay C2,2026-09-04 18:12:52,2026-09-04 18:29:21,16.48,ARRIVAL_CLUSTERING,16.4
STG-009246,LO-PS10-04748,nairobi,Staging Bay A4,2026-09-04 14:44:53,2026-09-04 14:49:18,4.41,NOMINAL_FLOW,4.0
STG-009247,LO-PS27-02125,eldoret,Staging Bay C5,2026-09-04 08:02:40,2026-09-04 08:09:32,6.87,LOADING_CAPACITY_PRESSURE,7.3
STG-009248,LO-PS10-04749,nairobi,Staging Bay C3,2026-09-04 15:34:18,2026-09-04 15:44:24,10.1,LOADING_CAPACITY_PRESSURE,10.1
STG-009249,LO-KOTPS1-03663,mombasa,Staging Bay B5,2026-09-04 16:31:35,2026-09-04 17:15:50,44.24,ARRIVAL_CLUSTERING,48.6
STG-009250,LO-PS28-01790,kisumu,Staging Bay C4,2026-09-04 09:43:04,2026-09-04 09:54:15,11.18,LOADING_CAPACITY_PRESSURE,12.3
STG-009251,LO-PS27-02126,eldoret,Staging Bay A2,2026-09-04 15:04:48,2026-09-04 15:18:58,14.18,ARRIVAL_CLUSTERING,13.8
STG-009252,LO-PS10-04750,nairobi,Staging Bay B2,2026-09-04 12:31:07,2026-09-04 13:10:55,39.8,ARRIVAL_CLUSTERING,41.5
STG-009253,LO-KOTPS1-03664,mombasa,Staging Bay C1,2026-09-04 10:21:12,2026-09-04 10:42:35,21.39,ARRIVAL_CLUSTERING,23.6
STG-009254,LO-PS10-04751,nairobi,Staging Bay C5,2026-09-04 15:23:34,2026-09-04 15:36:40,13.1,NOMINAL_FLOW,12.8
STG-009255,LO-PS27-02127,eldoret,Staging Bay C1,2026-09-04 12:05:29,2026-09-04 12:48:27,42.97,ARRIVAL_CLUSTERING,39.9
STG-009256,LO-KOTPS1-03665,mombasa,Staging Bay C4,2026-09-04 09:16:12,2026-09-04 09:26:49,10.62,NOMINAL_FLOW,10.6
STG-009257,LO-KOTPS1-03666,mombasa,Staging Bay B1,2026-09-04 15:04:56,2026-09-04 15:09:41,4.77,NOMINAL_FLOW,4.4
STG-009258,LO-PS10-04752,nairobi,Staging Bay A2,2026-09-04 11:19:37,2026-09-04 11:58:56,39.32,ARRIVAL_CLUSTERING,41.7
STG-009259,LO-PS10-04753,nairobi,Staging Bay B1,2026-09-04 15:15:22,2026-09-04 15:27:47,12.43,LOADING_CAPACITY_PRESSURE,14.0
STG-009260,LO-KOTPS1-03667,mombasa,Staging Bay C2,2026-09-04 14:50:22,2026-09-04 14:59:19,8.95,LOADING_CAPACITY_PRESSURE,8.9
STG-009261,LO-KOTPS1-03668,mombasa,Staging Bay B1,2026-09-04 12:06:04,2026-09-04 12:44:32,38.47,ARRIVAL_CLUSTERING,42.9
STG-009262,LO-KOTPS1-03669,mombasa,Staging Bay A4,2026-09-04 14:36:47,2026-09-04 15:15:30,38.72,ARRIVAL_CLUSTERING,41.9
STG-009263,LO-PS27-02128,eldoret,Staging Bay C1,2026-09-04 11:00:45,2026-09-04 11:44:13,43.46,ARRIVAL_CLUSTERING,40.5
STG-009264,LO-PS10-04754,nairobi,Staging Bay C5,2026-09-04 09:11:23,2026-09-04 09:18:06,6.7,NOMINAL_FLOW,7.4
STG-009265,LO-KOTPS1-03670,mombasa,Staging Bay C1,2026-09-04 17:39:58,2026-09-04 17:54:09,14.17,ARRIVAL_CLUSTERING,14.8
STG-009266,LO-PS28-01792,kisumu,Staging Bay A2,2026-09-04 09:30:32,2026-09-04 09:42:30,11.97,LOADING_CAPACITY_PRESSURE,11.3
STG-009267,LO-PS10-04755,nairobi,Staging Bay B5,2026-09-04 07:54:54,2026-09-04 08:10:45,15.84,NOMINAL_FLOW,14.5
STG-009268,LO-PS10-04756,nairobi,Staging Bay A1,2026-09-04 09:41:39,2026-09-04 10:18:20,36.68,ARRIVAL_CLUSTERING,41.1
STG-009269,LO-KOTPS1-03671,mombasa,Staging Bay B1,2026-09-04 12:22:42,2026-09-04 13:03:01,40.32,ARRIVAL_CLUSTERING,42.8
STG-009270,LO-KOTPS1-03672,mombasa,Staging Bay C4,2026-09-04 13:15:31,2026-09-04 13:21:38,6.12,NOMINAL_FLOW,5.6
STG-009271,LO-KOTPS1-03673,mombasa,Staging Bay C5,2026-09-04 15:23:03,2026-09-04 15:34:51,11.8,LOADING_CAPACITY_PRESSURE,13.5
STG-009272,LO-PS10-04757,nairobi,Staging Bay C1,2026-09-04 10:28:01,2026-09-04 10:46:10,18.15,ARRIVAL_CLUSTERING,17.8
STG-009273,LO-PS28-01793,kisumu,Staging Bay C3,2026-09-04 10:29:57,2026-09-04 10:36:00,6.05,LOADING_CAPACITY_PRESSURE,6.2
STG-009274,LO-PS10-04758,nairobi,Staging Bay A5,2026-09-04 13:53:24,2026-09-04 14:19:26,26.04,ARRIVAL_CLUSTERING,27.6
STG-009275,LO-PS25-02419,nakuru,Staging Bay B1,2026-09-04 16:32:19,2026-09-04 16:47:14,14.92,ARRIVAL_CLUSTERING,13.8
STG-009276,LO-PS10-04759,nairobi,Staging Bay A2,2026-09-04 09:55:23,2026-09-04 10:25:04,29.69,ARRIVAL_CLUSTERING,28.8
STG-009277,LO-PS10-04760,nairobi,Staging Bay C5,2026-09-04 09:12:46,2026-09-04 09:25:23,12.61,NOMINAL_FLOW,14.0
STG-009278,LO-KOTPS1-03674,mombasa,Staging Bay A1,2026-09-04 12:02:10,2026-09-04 12:39:00,36.83,ARRIVAL_CLUSTERING,39.7
STG-009279,LO-KOTPS1-03675,mombasa,Staging Bay C2,2026-09-04 11:14:55,2026-09-04 11:40:19,25.39,ARRIVAL_CLUSTERING,24.0
STG-009280,LO-PS10-04761,nairobi,Staging Bay A1,2026-09-04 20:00:52,2026-09-04 20:14:01,13.15,NOMINAL_FLOW,12.3
STG-009281,LO-KOTPS1-03676,mombasa,Staging Bay C1,2026-09-04 15:27:05,2026-09-04 15:45:46,18.68,ARRIVAL_CLUSTERING,21.0
STG-009282,LO-PS10-04762,nairobi,Staging Bay B1,2026-09-04 11:42:43,2026-09-04 12:14:38,31.92,ARRIVAL_CLUSTERING,29.9
STG-009283,LO-PS27-02129,eldoret,Staging Bay C3,2026-09-04 17:17:14,2026-09-04 17:51:43,34.48,ARRIVAL_CLUSTERING,35.4
STG-009284,LO-KOTPS1-03678,mombasa,Staging Bay B3,2026-09-04 09:52:59,2026-09-04 10:22:42,29.72,ARRIVAL_CLUSTERING,31.3
STG-009285,LO-PS10-04763,nairobi,Staging Bay B2,2026-09-04 11:03:57,2026-09-04 11:50:18,46.34,ARRIVAL_CLUSTERING,41.3
STG-009286,LO-PS25-02420,nakuru,Staging Bay B1,2026-09-04 11:00:35,2026-09-04 11:12:37,12.03,NOMINAL_FLOW,11.7
STG-009287,LO-PS10-04764,nairobi,Staging Bay B5,2026-09-04 09:51:42,2026-09-04 10:20:30,28.79,ARRIVAL_CLUSTERING,24.8
STG-009288,LO-KOTPS1-03680,mombasa,Staging Bay C5,2026-09-04 12:36:53,2026-09-04 13:08:40,31.77,ARRIVAL_CLUSTERING,29.2
STG-009289,LO-PS10-04765,nairobi,Staging Bay A4,2026-09-04 10:43:33,2026-09-04 11:04:06,20.56,ARRIVAL_CLUSTERING,17.8
STG-009290,LO-KOTPS1-03681,mombasa,Staging Bay A1,2026-09-04 13:00:10,2026-09-04 13:39:33,39.39,ARRIVAL_CLUSTERING,35.3
STG-009291,LO-KOTPS1-03682,mombasa,Staging Bay A5,2026-09-05 15:52:59,2026-09-05 16:00:37,7.64,NOMINAL_FLOW,8.4
STG-009292,LO-PS10-04766,nairobi,Staging Bay A5,2026-09-05 16:24:03,2026-09-05 16:46:35,22.54,ARRIVAL_CLUSTERING,22.1
STG-009293,LO-KOTPS1-03683,mombasa,Staging Bay B5,2026-09-05 11:00:21,2026-09-05 11:18:02,17.67,ARRIVAL_CLUSTERING,16.3
STG-009294,LO-PS10-04767,nairobi,Staging Bay B4,2026-09-05 13:58:02,2026-09-05 14:24:20,26.3,ARRIVAL_CLUSTERING,25.7
STG-009295,LO-PS10-04768,nairobi,Staging Bay A3,2026-09-05 14:05:44,2026-09-05 14:18:26,12.7,LOADING_CAPACITY_PRESSURE,12.7
STG-009296,LO-PS10-04769,nairobi,Staging Bay B3,2026-09-05 10:23:33,2026-09-05 11:00:25,36.86,ARRIVAL_CLUSTERING,38.4
STG-009297,LO-KOTPS1-03684,mombasa,Staging Bay C5,2026-09-05 11:00:01,2026-09-05 11:16:04,16.04,ARRIVAL_CLUSTERING,14.3
STG-009298,LO-PS28-01794,kisumu,Staging Bay B2,2026-09-05 15:07:42,2026-09-05 15:12:32,4.84,NOMINAL_FLOW,4.7
STG-009299,LO-PS10-04770,nairobi,Staging Bay A5,2026-09-05 15:48:17,2026-09-05 15:58:56,10.65,LOADING_CAPACITY_PRESSURE,10.1
STG-009300,LO-PS10-04771,nairobi,Staging Bay B5,2026-09-05 11:56:14,2026-09-05 12:21:34,25.32,ARRIVAL_CLUSTERING,28.1
STG-009301,LO-KOTPS1-03685,mombasa,Staging Bay C4,2026-09-05 16:20:41,2026-09-05 16:35:28,14.78,ARRIVAL_CLUSTERING,13.7
STG-009302,LO-PS27-02130,eldoret,Staging Bay A2,2026-09-05 12:03:32,2026-09-05 12:22:25,18.89,ARRIVAL_CLUSTERING,21.4
STG-009303,LO-PS25-02422,nakuru,Staging Bay C2,2026-09-05 10:39:03,2026-09-05 10:59:49,20.77,ARRIVAL_CLUSTERING,23.5
STG-009304,LO-KOTPS1-03686,mombasa,Staging Bay B5,2026-09-05 17:00:11,2026-09-05 17:43:34,43.38,ARRIVAL_CLUSTERING,40.4
STG-009305,LO-PS10-04772,nairobi,Staging Bay B2,2026-09-05 12:26:31,2026-09-05 12:57:53,31.36,ARRIVAL_CLUSTERING,31.4
STG-009306,LO-KOTPS1-03687,mombasa,Staging Bay B2,2026-09-05 10:51:40,2026-09-05 11:34:53,43.22,ARRIVAL_CLUSTERING,36.8
STG-009307,LO-PS10-04773,nairobi,Staging Bay C1,2026-09-05 08:36:09,2026-09-05 08:52:27,16.3,NOMINAL_FLOW,17.5
STG-009308,LO-PS10-04774,nairobi,Staging Bay B5,2026-09-05 15:35:28,2026-09-05 15:48:45,13.28,LOADING_CAPACITY_PRESSURE,13.2
STG-009309,LO-PS25-02424,nakuru,Staging Bay A4,2026-09-05 10:52:45,2026-09-05 11:18:24,25.66,ARRIVAL_CLUSTERING,29.2
STG-009310,LO-KOTPS1-03688,mombasa,Staging Bay A5,2026-09-05 10:31:36,2026-09-05 11:15:30,43.91,ARRIVAL_CLUSTERING,47.0
STG-009311,LO-PS10-04775,nairobi,Staging Bay C4,2026-09-05 11:38:12,2026-09-05 12:08:16,30.06,ARRIVAL_CLUSTERING,29.6
STG-009312,LO-PS25-02425,nakuru,Staging Bay B4,2026-09-05 18:20:28,2026-09-05 18:59:24,38.94,ARRIVAL_CLUSTERING,34.2
STG-009313,LO-PS27-02131,eldoret,Staging Bay B2,2026-09-05 11:18:21,2026-09-05 11:39:00,20.65,ARRIVAL_CLUSTERING,20.2
STG-009314,LO-PS10-04776,nairobi,Staging Bay B5,2026-09-05 14:35:58,2026-09-05 14:41:08,5.16,NOMINAL_FLOW,5.8
STG-009315,LO-PS25-02426,nakuru,Staging Bay C4,2026-09-05 12:58:01,2026-09-05 13:38:13,40.19,ARRIVAL_CLUSTERING,34.8
STG-009316,LO-PS10-04777,nairobi,Staging Bay B2,2026-09-05 12:10:58,2026-09-05 12:56:40,45.69,ARRIVAL_CLUSTERING,41.1
STG-009317,LO-PS10-04778,nairobi,Staging Bay C1,2026-09-05 15:32:53,2026-09-05 15:47:35,14.69,NOMINAL_FLOW,12.5
STG-009318,LO-KOTPS1-03689,mombasa,Staging Bay A3,2026-09-05 15:07:10,2026-09-05 15:20:44,13.56,NOMINAL_FLOW,12.2
STG-009319,LO-KOTPS1-03690,mombasa,Staging Bay A4,2026-09-05 14:29:30,2026-09-05 14:42:12,12.7,NOMINAL_FLOW,14.3
STG-009320,LO-PS27-02132,eldoret,Staging Bay B4,2026-09-05 18:34:50,2026-09-05 19:01:27,-8.5,ARRIVAL_CLUSTERING,26.1
STG-009321,LO-PS10-04779,nairobi,Staging Bay A5,2026-09-05 13:18:48,2026-09-05 13:46:15,27.45,ARRIVAL_CLUSTERING,30.9
STG-009322,LO-PS10-04780,nairobi,Staging Bay A3,2026-09-05 13:25:49,2026-09-05 14:09:23,43.56,ARRIVAL_CLUSTERING,39.2
STG-009323,LO-KOTPS1-03691,mombasa,Staging Bay C5,2026-09-05 12:15:08,2026-09-05 12:33:45,18.61,ARRIVAL_CLUSTERING,19.8
STG-009324,LO-PS25-02428,nakuru,Staging Bay B2,2026-09-05 09:14:59,2026-09-05 09:28:23,13.39,NOMINAL_FLOW,13.6
STG-009325,LO-PS25-02429,nakuru,Staging Bay A2,2026-09-05 09:45:14,2026-09-05 09:55:31,10.29,NOMINAL_FLOW,8.9
STG-009326,LO-KOTPS1-03692,mombasa,Staging Bay A4,2026-09-05 18:08:30,2026-09-05 18:34:43,26.21,ARRIVAL_CLUSTERING,22.5
STG-009327,LO-PS10-04781,nairobi,Staging Bay C2,2026-09-05 10:24:20,2026-09-05 10:54:40,30.33,ARRIVAL_CLUSTERING,26.6
STG-009328,LO-PS10-04782,nairobi,Staging Bay C4,2026-09-05 17:28:09,2026-09-05 18:12:24,44.25,ARRIVAL_CLUSTERING,47.7
STG-009329,LO-PS28-01796,kisumu,Staging Bay A2,2026-09-05 13:30:14,2026-09-05 14:10:54,40.67,ARRIVAL_CLUSTERING,38.5
STG-009330,LO-PS10-04783,nairobi,Staging Bay C4,2026-09-05 16:42:35,2026-09-05 17:26:42,44.12,ARRIVAL_CLUSTERING,45.1
STG-009331,LO-PS25-02430,nakuru,Staging Bay C4,2026-09-05 13:58:46,2026-09-05 14:15:50,17.07,ARRIVAL_CLUSTERING,14.5
STG-009332,LO-PS10-04784,nairobi,Staging Bay A5,2026-09-05 12:17:14,2026-09-05 12:53:27,36.21,ARRIVAL_CLUSTERING,32.8
STG-009333,LO-PS10-04785,nairobi,Staging Bay C1,2026-09-05 12:46:50,2026-09-05 13:32:40,45.84,ARRIVAL_CLUSTERING,42.1
STG-009334,LO-PS10-04786,nairobi,Staging Bay B3,2026-09-05 11:54:45,2026-09-05 12:24:46,30.01,ARRIVAL_CLUSTERING,33.9
STG-009335,LO-PS10-04787,nairobi,Staging Bay A1,2026-09-05 14:27:55,2026-09-05 14:40:44,12.81,NOMINAL_FLOW,13.7
STG-009336,LO-PS28-01797,kisumu,Staging Bay B1,2026-09-05 15:36:49,2026-09-05 16:08:29,31.67,ARRIVAL_CLUSTERING,32.8
STG-009337,LO-PS10-04788,nairobi,Staging Bay A5,2026-09-05 10:00:08,2026-09-05 10:13:25,13.3,LOADING_CAPACITY_PRESSURE,15.2
STG-009338,LO-PS27-02133,eldoret,Staging Bay C4,2026-09-05 10:10:46,2026-09-05 10:53:48,43.04,ARRIVAL_CLUSTERING,38.5
STG-009339,LO-KOTPS1-03695,mombasa,Staging Bay A2,2026-09-05 14:47:47,2026-09-05 15:25:54,38.11,ARRIVAL_CLUSTERING,35.9
STG-009340,LO-PS10-04789,nairobi,Staging Bay B4,2026-09-05 14:04:18,2026-09-05 14:28:24,24.1,ARRIVAL_CLUSTERING,26.8
STG-009341,LO-PS10-04790,nairobi,Staging Bay B4,2026-09-05 10:04:28,2026-09-05 10:27:48,23.32,ARRIVAL_CLUSTERING,21.8
STG-009342,LO-PS10-04791,nairobi,Staging Bay A4,2026-09-06 11:10:41,2026-09-06 11:30:16,19.58,ARRIVAL_CLUSTERING,18.0
STG-009343,LO-KOTPS1-03696,mombasa,Staging Bay A5,2026-09-06 13:37:18,2026-09-06 14:16:14,38.94,ARRIVAL_CLUSTERING,41.2
STG-009344,LO-KOTPS1-03697,mombasa,Staging Bay B5,2026-09-06 17:11:27,2026-09-06 17:26:08,14.67,NOMINAL_FLOW,14.3
STG-009345,LO-PS25-02432,nakuru,Staging Bay C4,2026-09-06 12:31:29,2026-09-06 13:03:40,32.19,ARRIVAL_CLUSTERING,35.2
STG-009346,LO-KOTPS1-03698,mombasa,Staging Bay B5,2026-09-06 11:04:56,2026-09-06 11:25:47,20.86,ARRIVAL_CLUSTERING,21.6
STG-009347,LO-KOTPS1-03699,mombasa,Staging Bay C5,2026-09-06 10:50:51,2026-09-06 11:11:42,20.85,ARRIVAL_CLUSTERING,22.1
STG-009348,LO-PS27-02134,eldoret,Staging Bay B2,2026-09-06 14:33:49,2026-09-06 14:46:44,12.92,LOADING_CAPACITY_PRESSURE,11.2
